file,asset_id,bom_ref,component,version,known_cves
ICS-0499_pilz_pmi-operator-terminal-pmi-v812_SBOM.json,ICS-0499,pkg:oss:dnsmasq,dnsmasq,2.78,CVE-2017-14491;CVE-2017-14492;CVE-2020-25681
ICS-0500_aveva_aveva-plant-scada-2023_SBOM.json,ICS-0500,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0500_aveva_aveva-plant-scada-2023_SBOM.json,ICS-0500,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0500_aveva_aveva-plant-scada-2023_SBOM.json,ICS-0500,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0500_aveva_aveva-plant-scada-2023_SBOM.json,ICS-0500,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0500_aveva_aveva-plant-scada-2023_SBOM.json,ICS-0500,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0501_inductive_ignition-scada-platform-8-1-edge_SBOM.json,ICS-0501,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0501_inductive_ignition-scada-platform-8-1-edge_SBOM.json,ICS-0501,pkg:oss:spring,Spring Framework,5.3.25,CVE-2023-20860;CVE-2023-20861
ICS-0501_inductive_ignition-scada-platform-8-1-edge_SBOM.json,ICS-0501,pkg:oss:openjdk,OpenJDK Runtime,11.0.14,CVE-2022-21426;CVE-2022-21449;CVE-2022-21496
ICS-0501_inductive_ignition-scada-platform-8-1-edge_SBOM.json,ICS-0501,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0501_inductive_ignition-scada-platform-8-1-edge_SBOM.json,ICS-0501,pkg:oss:log4j,Apache Log4j,2.14.1,CVE-2021-44228;CVE-2021-45046;CVE-2021-45105
ICS-0502_copadata_zenon-supervisor-11_SBOM.json,ICS-0502,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0502_copadata_zenon-supervisor-11_SBOM.json,ICS-0502,pkg:oss:openssl,OpenSSL,1.1.1k,CVE-2021-3711;CVE-2021-3712;CVE-2022-0778
ICS-0502_copadata_zenon-supervisor-11_SBOM.json,ICS-0502,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0502_copadata_zenon-supervisor-11_SBOM.json,ICS-0502,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0502_copadata_zenon-supervisor-11_SBOM.json,ICS-0502,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2019 CU22,CVE-2023-21528
ICS-0503_siemens_simatic-wincc-v8-0_SBOM.json,ICS-0503,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0503_siemens_simatic-wincc-v8-0_SBOM.json,ICS-0503,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0503_siemens_simatic-wincc-v8-0_SBOM.json,ICS-0503,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0503_siemens_simatic-wincc-v8-0_SBOM.json,ICS-0503,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0504_ge_cimplicity-hmi-scada-2022_SBOM.json,ICS-0504,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0504_ge_cimplicity-hmi-scada-2022_SBOM.json,ICS-0504,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0504_ge_cimplicity-hmi-scada-2022_SBOM.json,ICS-0504,pkg:oss:libcurl,libcurl,8.0.1,CVE-2023-27533;CVE-2023-27536;CVE-2023-38545
ICS-0505_schneider_ecostruxure-geo-scada-expert-2022_SBOM.json,ICS-0505,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0505_schneider_ecostruxure-geo-scada-expert-2022_SBOM.json,ICS-0505,pkg:oss:libxml2,libxml2,2.9.4,CVE-2016-9318;CVE-2017-5969;CVE-2018-14567
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:libxml2,libxml2,2.9.14,CVE-2022-40303;CVE-2022-40304;CVE-2023-28484
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0506_rockwell_factorytalk-view-se-13-00_SBOM.json,ICS-0506,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0507_aveva_aveva-historian-2023_SBOM.json,ICS-0507,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0507_aveva_aveva-historian-2023_SBOM.json,ICS-0507,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0507_aveva_aveva-historian-2023_SBOM.json,ICS-0507,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0508_ge_proficy-historian-2023_SBOM.json,ICS-0508,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0508_ge_proficy-historian-2023_SBOM.json,ICS-0508,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0508_ge_proficy-historian-2023_SBOM.json,ICS-0508,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0509_honeywell_uniformance-phd-historian-r400_SBOM.json,ICS-0509,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0509_honeywell_uniformance-phd-historian-r400_SBOM.json,ICS-0509,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0509_honeywell_uniformance-phd-historian-r400_SBOM.json,ICS-0509,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0509_honeywell_uniformance-phd-historian-r400_SBOM.json,ICS-0509,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0509_honeywell_uniformance-phd-historian-r400_SBOM.json,ICS-0509,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0510_emerson_deltav-continuous-historian-14-lts_SBOM.json,ICS-0510,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0510_emerson_deltav-continuous-historian-14-lts_SBOM.json,ICS-0510,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0510_emerson_deltav-continuous-historian-14-lts_SBOM.json,ICS-0510,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0510_emerson_deltav-continuous-historian-14-lts_SBOM.json,ICS-0510,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0511_yokogawa_exaquantum-plant-information-system-r3-15_SBOM.json,ICS-0511,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0511_yokogawa_exaquantum-plant-information-system-r3-15_SBOM.json,ICS-0511,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0511_yokogawa_exaquantum-plant-information-system-r3-15_SBOM.json,ICS-0511,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0511_yokogawa_exaquantum-plant-information-system-r3-15_SBOM.json,ICS-0511,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0512_siemens_tia-portal-engineering-suite-v18_SBOM.json,ICS-0512,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0512_siemens_tia-portal-engineering-suite-v18_SBOM.json,ICS-0512,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0512_siemens_tia-portal-engineering-suite-v18_SBOM.json,ICS-0512,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0512_siemens_tia-portal-engineering-suite-v18_SBOM.json,ICS-0512,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0513_rockwell_studio-5000-logix-designer-32-00_SBOM.json,ICS-0513,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0513_rockwell_studio-5000-logix-designer-32-00_SBOM.json,ICS-0513,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0514_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0514,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0514_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0514,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0514_schneider_ecostruxure-control-expert-v16-0_SBOM.json,ICS-0514,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.18.20,CVE-2023-37559;CVE-2023-37560
ICS-0515_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0515,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0515_mitsubishi_gx-works3-engineering-tool-1-090u_SBOM.json,ICS-0515,pkg:oss:openssl,OpenSSL,1.1.1k,CVE-2021-3711;CVE-2021-3712;CVE-2022-0778
ICS-0516_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0516,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0516_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0516,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0516_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0516,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0516_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0516,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0516_codesys_codesys-development-system-v3-5-sp18_SBOM.json,ICS-0516,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0517_abb_automation-builder-2-6_SBOM.json,ICS-0517,pkg:oss:openssl,OpenSSL,3.0.7,CVE-2023-0286;CVE-2023-0215;CVE-2022-4304
ICS-0517_abb_automation-builder-2-6_SBOM.json,ICS-0517,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0517_abb_automation-builder-2-6_SBOM.json,ICS-0517,pkg:oss:libcurl,libcurl,7.29.0,CVE-2016-8615;CVE-2018-1000120;CVE-2019-5482
ICS-0517_abb_automation-builder-2-6_SBOM.json,ICS-0517,pkg:oss:dotnet,Microsoft .NET Framework,4.8,CVE-2021-26701;CVE-2023-21808
ICS-0517_abb_automation-builder-2-6_SBOM.json,ICS-0517,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.16.0,CVE-2021-30186;CVE-2021-30188;CVE-2021-30189
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:net-snmp,Net-SNMP,5.9.1,CVE-2022-24805;CVE-2022-24809
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0518_emerson_deltav-md-plus-controller-sx_SBOM.json,ICS-0518,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,6.9,CVE-2019-12255;CVE-2019-12256;CVE-2019-12257;CVE-2019-12260
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:net-snmp,Net-SNMP,5.8,CVE-2020-15861;CVE-2020-15862;CVE-2022-24805
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0519_honeywell_experion-c300-controller-c200e_SBOM.json,ICS-0519,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,7.0,CVE-2019-12258;CVE-2019-12259;CVE-2019-12262
ICS-0520_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0520,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0520_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0520,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0520_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0520,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0520_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0520,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0520_yokogawa_centum-vp-field-control-station-afv10d_SBOM.json,ICS-0520,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:libxml2,libxml2,2.9.4,CVE-2016-9318;CVE-2017-5969;CVE-2018-14567
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:open62541,open62541 OPC UA Stack,1.3.6,CVE-2023-31048
ICS-0521_abb_ac-800m-controller-pm891_SBOM.json,ICS-0521,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,6.9,CVE-2019-12255;CVE-2019-12256;CVE-2019-12257;CVE-2019-12260
ICS-0522_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0522,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0522_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0522,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0522_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0522,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0522_siemens_simatic-pcs-7-as-controller-as-417-4_SBOM.json,ICS-0522,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0523_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0523,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0523_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0523,pkg:oss:libcurl,libcurl,8.0.1,CVE-2023-27533;CVE-2023-27536;CVE-2023-38545
ICS-0523_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0523,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0523_hitachi-energy_symphony-plus-hpc800-brc410_SBOM.json,ICS-0523,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0524_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0524,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0524_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0524,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0524_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0524,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0524_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0524,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0524_schneider_triconex-tricon-cx-controller-trident-3_SBOM.json,ICS-0524,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0525_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0525,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0525_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0525,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0525_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0525,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0525_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0525,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0525_hima_himax-safety-controller-x-cpu-01_SBOM.json,ICS-0525,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0526_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0526,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0526_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0526,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0526_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0526,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0526_pilz_pss-4000-safety-controller-pssu-h-fs_SBOM.json,ICS-0526,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0527_siemens_simatic-s7-1500f-safety-cpu-1516f-3-pn-dp_SBOM.json,ICS-0527,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:net-snmp,Net-SNMP,5.7.3,CVE-2018-18065;CVE-2019-20892;CVE-2020-15862
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,6.9,CVE-2019-12255;CVE-2019-12256;CVE-2019-12257;CVE-2019-12260
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0528_rockwell_guardlogix-safety-controller-1756-l83es_SBOM.json,ICS-0528,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:dropbear,Dropbear SSH,2022.83,CVE-2023-48795
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:libpcap,libpcap,1.9.1,CVE-2019-15165;CVE-2023-7256
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:lighttpd,lighttpd,1.4.64,CVE-2023-44487
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:wpa-supplicant,wpa_supplicant,2.6,CVE-2017-13077;CVE-2017-13078;CVE-2018-14526
ICS-0529_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0529,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.18.20,CVE-2023-37559;CVE-2023-37560
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:openvpn,OpenVPN,2.4.7,CVE-2020-11810;CVE-2020-15078
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:busybox,BusyBox,1.30.1,CVE-2021-42374;CVE-2021-42378;CVE-2021-42386
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:nginx,nginx,1.18.0,CVE-2021-23017;CVE-2022-41741;CVE-2022-41742
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:dropbear,Dropbear SSH,2016.74,CVE-2016-7406;CVE-2016-7407;CVE-2016-7408
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0530_softing_edgeaggregator-gateway-ea-300_SBOM.json,ICS-0530,pkg:oss:libpcap,libpcap,1.8.1,CVE-2018-16301;CVE-2019-15165
ICS-0531_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0531,pkg:oss:nginx,nginx,1.14.2,CVE-2019-9511;CVE-2019-9513;CVE-2019-20372
ICS-0531_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0531,pkg:oss:libcurl,libcurl,7.79.1,CVE-2022-22576;CVE-2022-27774;CVE-2022-32221
ICS-0531_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0531,pkg:oss:wpa-supplicant,wpa_supplicant,2.10,CVE-2023-52160
ICS-0531_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0531,pkg:oss:openssl,OpenSSL,3.0.7,CVE-2023-0286;CVE-2023-0215;CVE-2022-4304
ICS-0531_advantech_ecu-1251-edge-gateway-ecu-1051_SBOM.json,ICS-0531,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.16.0,CVE-2021-30186;CVE-2021-30188;CVE-2021-30189
ICS-0532_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0532,pkg:oss:linux-kernel,Linux Kernel,5.10.220,CVE-2024-1086
ICS-0532_phoenix_fl-mguard-security-appliance-rs2000_SBOM.json,ICS-0532,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
